First_line,Author,References_or_purpose,TiS,AHB,AoV,All_together_books,NCH,Iona_books,CH4,UMH,VU_MV,StJ_StS,Lutheran_sources,Evangelical_Lutheran_Worship,Alleluia_Aotearoa_Faith_Forever_Singing,StF_FwS,Hymns_for_a_Pilgrim_People_Congregational,Presbyterian_Hymnal,Gather_2nd_Ed,Gather_comprehensive,Gather_Comprehensive_2,Ritual_Song,CP_Canada,CP_England,Column_24,Chalice,Zion_Still_Sings,The_Source,URW,Column_29,StF,Column_31,MP,Comments,Column_39,Column_40
For All the Saints Who’ve Shown Your love,(Bell),Phil 2:9-11; Col 1:9-14; Rev 7:11-17; Rev 19:1-4; Rev 21:1-4; John 15:16-17; Eph 3:18-19; Heb 12:1-4; Heb 12:12-17; Rev 7:2-10,,,,,,Iona (LFB),,,,,,,,A&M297 / SFFS 2283,,,,,GC(II)786,G(3)885,,,,,SP114,,,,StF746,Lau387,,"These beautiful lyrics sung to ""O Waly Waly"" are some of the best words about thanking God for the faith of others (or for All Saints' Day) that I've ever come across. ",,
For all your blessings,,,,,,,,,,,,,,,,,,,,,,,CP440,,,,,,,,,,,,,
For all your goodness Lord we give you thanks,(traditional American),,,,,ATE 265,,,,,VU549,,,,,,,,,,,,,,,,,,,,,,,,,
For all your saints O Lord,(Mant),,,,,,,,,,,,LBW176,ELW427,,A&M298,,,,,,,,CP(E) 215,,,,,,,,,,,,
For Beauty of Meadows,,1John 1:1-2:2; Gen 1:1-2:4a; Gen 2:15-17; 3:1-7; Isa 2:1-5; Lk 11:1-13; Ps 24; Ps 8,,,,,,,,,,,,,,,,,,,,,,,W&R28,Cha696,,,,,,,,,ST. DENIO,
For beauty of prairies for grandeur of trees,(Farquharson),Gen 1:1-2:4a;,,,,,,,,,VU303,,,,,,,,,,,,,,,,,,,,,,,Canada / Prairie specific,,
For bread that is broken / Life-Giving Bread Saving Cup,(Chepponis),,,,,,,,,,,,,,,,,,,,,G(3)926,,,,,,,,,,,,,,
For by grace you have been saved,ARMOLAULU,,,,,,,,,,,,,ELW598,,,,,,,,,,,,,,,,,,,,,,
For Each Day of Life We Thank You,,CHARLESTOWN,,,,,,,,,,,,,,,,,,,,,,,,Cha605,,,,,,,,,,
For ever ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-126,,,,,,,,
For Ever I Will Sing,,Ps 89:4–5; Ps 89:16–17; Ps 89:27–29,,,,,,,,,,,,,,,,,G(II)76,GC82,GC(II)49,,,,,,,,,,,,,,,
For everyone born / A place at the table,"(Murray, True)",Ps 33; Ps 103:6; Acts 2:1-21; Micah 6:1-8; Isa 1:1-10;,,,AoVNG001,,,,CH685,,,,,,FFS17,,,GtG769,,,,G(3)812,,,W&R617,,,,,,,,,Communion,Communion,
For food in a world,(Wester / Crocker),,,,,,,,,,VU551,,,,,,,,,,,,,,,,,,,,,,,Need to check tune.,,
For food in a world,(Wester / unknown),,,,,,,,,,VU552,,,,,,,,,,,,,,,,,,,,,,,Need to check tune.,,
For forty days and forty nights,(Iona),Wilderness; Lent,,,,,,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,*add*,
For friends and eating with them,(Good),,,,,ATAR597,,,,,,,,,,,,,,,,,,,,,,,,,,,,A simple grace. It's a round.,,
For God alone my soul awaits ,(Daley),John 1:1-5; ,,,,,,,,,VU953,StS070,,,,,,,,,GC(II)705,,,,,,,,,,,,,"Excellent justice-focussed words. Simple, fun tune. Shirley Murray",,
For God So Loved the World,(Haugen),"John 1:11-12, 14, 3:14-17, 21",,,,,,,,,,,,,,,,,,,,G(3)580,,,,,,,,,,,MP149,Not particularly easy to sing; more of a choral piece.,,
For God's Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,Cha591,,,,,,,,,,
For Health and Strength,,GRACE,,,,,,,,,,,,,,,,,,,,,,,,Cha580,,,,,,,,,,
For his Name is exalted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP150,,,
For I'm Building A People Of Power,(Richards),,,SiS262,,,,,,,,,,,,,,,,,,,,,,,,Srce152,,,,,MP151,,,
For Mary Mother of our Lord,,,,,,,,,,,,,,,,A&M313,,,,,,,,CP(E) 238,,,,,,,,Lau331,,,,
For me to live is Christ ,(Tongeman),,,,,,,,CH643,,,StS111,,,,,,,,,,,,,,,,,,,,,,,,
For mornings bright with beauty's blaze,,,,,,,,,,,,StJ,,,,,,,,,,,,,,,,,,,,,,,,
For my brother I pray peace / Understanding through you Lord,(Price),Peace; Intercessions,,,,,,,,,,,,,,,,,,,,,,,,NCYC,,,,,,,,"Excellent song for intercessions. Not easy the first time through, but catchy once you know it. Needs quite a good vocal range, and a good keyboardist or (better) a guitarist because it's written in a fairly tricky key.",,
For my sake and the gospel’s go,Bishopgarth,,,,,,,,CH248,,,,,,,,,,,,,,,,,,,,,,,,,,,
For One Great Peace,(Murray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For perfect love so freely spent,(McDowell),,,,,,,,,,,,LBW216,,,,,,,,,,,,,,,,,,,,,,,
For So The Children Come,,,SgTJ1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the beauty of the earth,(Pierpoint),"Gen 1:1-2:4a; Ps 103:2; Ps 104:23-33; Ps 116; Eccl 3:9-15; 1 Thess 5:12-21; Jer 33:10-11; Heb 13:12-16; Jes 1:14-18; Ps 105 ; Ps 148 ; JAMES 1:17Ps 8; Ps 23; Ps 33; 2 tim 2:8-15; James 1:17-27; John 3:1-17; Ps 116:1-2, 12-19; Ps 105",TiS 137,AHB 77,AoV1-123,,NCH028,,CH181,UMH092,VU226,,LBW561,ELW879,GA427,A&M537,HPP259,GtG014 / PH473,,GC572,GC(II)548,G(3)633,CP429,CP(E) 253,W&R40,Cha056,,STB171,,82Hml-416,StF102,Lau726,MP152,"Yeah, okay. Some sources are more inclusive than others. ""This our hymn of grateful praise""",DIX,
For the bread and for the wine,,Matt 26:26-29; Mark 14:22-31; Lk 22:14-23; 1 Co 11:23-26,TiS 518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the bread and wine / WE GIVE YOU THANKS,(Haas),,,,,,,,,,,,,,,,,,,,GC(II)553,G(3)631,,,,,,,,,,,,"A simple and lovely communion song. Very easy for people to sing, if you have any hesitation, you can ask a soloist to sing the verses and invite the congregation to join on the refrain. Some music (first page only), and a fairly formal and slow sound sample at hymnprint.net",,
For the bread and wine and blessing,(Murray),"Ps 147:3; Isa 42:16; Matt 26:26,27; Mark 14:22,23; Lk 22:19,20; Acts 10:42; Romans 14:9; 1 Co 11:23,24,25,26; 2 tim 4:1; 1 Peter 4:5",In Every Corner Sing,,,,,,,,,,,,AA039 / GA192 / ,,,,,,,,,,,,,,,,,,,Very straightforward tune. Good eucharist song. Really good song of healing.,BREAD AND WINE (AA),
For the bread that we have eaten,(Wren),1 Co 11:23-26 ,,,,ATE 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the bread which we have eaten,(Wren),,TiS 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simple song. Masculine Trinitarian chorus, but it's OK.",,
For the Bread Which You Have Broken ,(Benson),Mark 14:22-25; Lk 11:1-13; Lk 22:12-20; ,,,,,,,,UMH614 / UMH615,VU470,,LBW200,ELW494,,,,GtG516 / PH508,,,,,CP074,,,Cha411,,,,82Hml-340,,,,Matthew 26:26-29; Mark 14:22-25; Lk 22:14-20; 1 Corinthians 11:23-26,,
For the Bread Which You Have Broken ,Cross of Jesus,,,,,,,,,,,,,,,,,PH509,,,,,,,,,,,,,,,,,,
For the Bread which You Have Broken (Taiwan)  [Lyrics],,,,,,,,,,,,,,,,,,,,,,,,,,,,STB085,,,,,,,,
For the common good,,,,,,ATAR651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the crowd another busy day,(Gibson),Palm Sunday,,,,,,,,,,,,,FFS18,,,,,,,,,,,,,,,,,,,"Tune might be a little tricky, but the words are really excellent.",,
For the crowd of thousands / Seven is sufficient,(Kaan),,,,,,,,,,VU355,,,,,,,,,,,,,,,,,,,,,,,Better songs for this pasage out there.,,
For the faces I know,Bates,,,,AoVK-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a great congregational song.,
For the faithful who have answered,(Dunstan),All saints day,,,,,NCH384,,,,VU707,,,,,SFFS 2186,,,,,GC(II)789,G(3)883,,,,,,,,,,,,A straightforward song of thanks for those who have gone before us.,,
For the Fruit of All Creation / For the fruits of this creation,(Pratt Green),"Deut 26:1-11; Ps 65:9-13; Ps 104:23-33; Ps 126; Matt 9:35-10:8, (9-23); Matt 20:1-16; Matt 22:39; 1 Co 3:1-9; Gal 5:1, 13-25; Lk 10:1-11, 16-20; Matt 25:31-46; Matt 6:1-11; 2 Co 9:6-12; 2 Co 9:15; Lk 10:1-11, 16-20; Lk 11:1-4; Lk 15:24-32; Acts 14:15-18; Mark 4:23-29; Harvest; Gal 5:1, 13-25",TiS 168,,,,NCH425,,CH231,UMH097,VU227,,WoV760 / LBW563,ELW679,GA426,A&M284,HPP287,GtG036 / PH553,,,,RS704,CP259,CP(E) 254,W&R723,Cha714,SP110,Srce2-127,URW193,82Hml-424,StF124,Lau731,MP153,Not all versions are inclusive. Good words for harvest,SANTA BARBARA,
For the gift of creation,(Garmaas-Holmes),Offering,,,,,,,,,VU538,,,,,,,,,,,,,,,,,,,,,,,Good simple offering song.,,
For the glory of your name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-128,,,,,,,,
For the healing of the nations,(Kaan),"Gen 1:1-2:4a; Ps 100:3; John 10:10; John 17:20-26; Rev 21:10, 22-22:5; Rev 22:12-14, 16-17, 20-21",,,,,NCH576,,CH706,UMH428,VU678,,,,GA513,A&M635,,GtG346,,GC719,GC(II)712,G(3)803,CP576,CP(E) 427,W&R621,Cha668,,,,,StF696,Lau886,,Excellent words seeking a peaceful existence of the nations. Can be sung to a range of tunes including the very familiar WESTMINSTER ABBEY.,,
For the honor of our king,(Leckebusch),Ps 45; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS045A,,,,,,,,,
For the hurt I create,John Murray/ (i) Jillian Bray (ii) Ian Render,Forgiveness,,,,,,,,,,,,,FFS19,,,,,,,,,,,,,,,,,,,Beautiful tune and words. Might be a bit tricky.,,
For The Joys And For The Sorrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce153,,,,,MP829,,,
For the Life of the World,(Haas),,,,,,,,,,,,,,,,,,G(II)576,GC801,GC(II)792,G(3)901,,,,,,,,,,,,,,
For the life that you have given,(Daw),James 1:17-27; Mark 12:28-34; Matt 22:34-46; Romans 12:1-8,TiS 774,,,,,,,,,,,,,,,GtG717,,,,,,,W&R684,,,,,,,,,A nice short song for the receipt of the offering.,,
For the Man and for the Woman (Aotearoa-NZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,STB238,,,,,,,,
For the man and for the woman Gibson,(Gibson),"Ps 145:10,21; Phil 4:11,12,13",,,,,,,,,,,,,AA040,,,,,,,,,,,,,,,,,,,,,
For the might of thine arm we bless thee,,,,AHB 535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP154,,,
For the music of creation ,(Murray),"Col 3:12-17; Eph 5:15-20; Job 38:1-7, (34-41); Ps 150; Ps 98; Ps 98:4,5,6; Ps 108:1,2,3; Ps 147:7; Ps 149:3; Eph 5:19; Col 3:16",,,,,,,,,VU535,,,,AA041,A&M636,,,,,,,,,W&R641,,SP273,,URW064,,StF074,,,"Lovely words. Very focused on the beauty of music. There are a range of tunes. The tune by Sally Morris may be the easiest to sing, but I've not looked at all sources. All lyrics and melody line can be viewed here (search for Music of Creation). ",,
For the times when I was selfish / Forgiven ,"(O'Brien, Ogilvie)",,,,AoVNG46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the troubles and the sufferings,(Neto),,,,,,,,,,,,,,,,,GtG764,,,,,,,,,,,,,,,,Tune is a little tricky.,,
For the world and all its people,(Somos Pueblo),Ps 72:12-14; ,,,AoV2-137,,,Iona (SBL),CH262,,,,,,,,,,,,,,,,,,,,,,,,,,,
For this cause ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-129,,,,,,,,
For This I Have Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce154,,,,,,,,
For This Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce155,,,,,MP155,,,
For Thou O Lord Art High,,Ps 97,,,,,,,,,,,,,,,,,,,,,,,W&R47,,,Srce156,,,,,MP158,,,
For thy blest saints a noble throng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-276,,,,,,
For thy dear saints O Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-279,,,,,,
For Unto Us A Child Is Born,(Talbot),Fathery,,SiS665,,,,,,,,,,,,,,,,,,,,,,,,Srce157,,,,,,,,
For unto us a child is born,,Isa 9:6 ,,,,ATN 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For unto us a child is born (Burt),(Burt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP157,,,
For unto us a child is born (Hadden),(Hadden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP156,,,
For we remember well,(Good),Ps 111,Linnea Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A simple Psalm refrain.,,
For Words and Deeds enshrined in granite tombs,,,,,,,,,,,,,,,,,,,G(II)556,,,,,,,,,,,,,,,,,
For You Are My God,Foley,Gathering,,,AoV1-178,,,,,,,,,,,,,,G(II)436,GC616,,,,,,,,,,,,,,Doesn't grab me,,
For you deep stillness,(Mann / Perrin),Col 3:17; John 14:13,NCYC'99,,,ATW 494,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of course.,,
For you my God I wait,(Tice),Ps 130,,,,,,,,,,,,,,,,,,,,,,,,,PfAS130G,,,,,,,"A good reflective song, needs to be played quite slowly and meditatively I think.",,
For you my God my strength my song,(Tzena),"Exod 15:1b-11, 20-21;",,,,,,,,,VU876,,,,,,,,,,,,,,,,,,,,,,,"Simple sung refrain based on the Israeli folk song Tzena Tzena, to be sung with a responsive reading of Exodus 15:1-13.",,
For you O Lord my soul in stillness waits,(Haugen),Ps 25:5 ; Ps 39:8 ; Ps 62:6 ; Ps 95 ,,,,,,,,,,,,,GA280,,,GtG089,G(II)252,GC328,GC(II)336,G(3)415,,,,,,,,,,Lau111,,"Nice refrain, and verses that contain a good range of images of God. Would be best for the congregation to join in only in the refrain, and add new verses for each week of Advent.",,
For you shall go out and be led forth,(Gellar),1 Chro 16:29-33; Ps 96; Isa 35:10; Isa 51:4-14; Isa 55:10-13; Lk 24:50-53; Acts 1:3-11; Ps 148; Ps 98,,,,,,,,,,,,,,,,,,,,,,SP&P052,,,,,,,,,,A good alternative to the happy clappy version. It contains much more of the reading as well. ,,
For you shall go out with joy,(Saliers),Isa 55:10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,URW450,,,,,"A fun song for group singing; this, and the last line, will need to be taught to four groups in your congregation, who each repeat their simple line over and over. Fun.",,
For you the pride From my heart is banished,(Bell),Ps 131; ,,,,,,,CH089,,,,,,,,,,,,,,,,,,PfAS131D,,,,,,,"I love this. Excellent words for those who struggle to put their pride and ambition to one side, sung to the lovely tune THE ISLE OF MULL).",The Isle Of Mull,
For your generous providing,(Fisher),sharing,,,,,,,CH655,,,,,,,,,,,,,,,,,,,,URW082,,,,,,HOLY MANNA,
For your gift of God the Spirit,(Clarkson),Gen 1:1-2:4a,,,,,,,CH603,,,,,,,,,,,,,,,,,,,,,,,,,,,
For your holy book we thank you,(Carter),Bible,,AHB 338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For your sun that brightens the day / We praise you,(Haas),Ps 96 ,,,,,,,,,,,,,,,,,,,GC(II)521,G(3)608,,,,,,,,,,,,"A nice joyful cantor and response. It's a bit more ""praise and worshippy"" than I normally like, but it's pretty good.Partial sound and sheet music sample at hymnprint.net. ",,
For yours is the kingdom,,,,,,,,Iona (LFB),,,,,,,,,,,,,,,,,,,,,,,,,,,Simple chant for close of worship.,
Forever I will sing,(Haugen),Ps 89; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS089B,,,,,,,Simple psalm refrain.,,
Forever we will sing,(Morgan / Tel),Ps 89; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS089D,,,,,,,Very straightforward paraphrase. Formal old tune (GENEVAN 89). ,,
Forgive forgive us Holy God,(Murray / Gibson),Forgiveness,,,,,,,,,,,,,FFS20,,,,,,,,,,,,,,,,,,,Simple tune and excellent words.,,
Forgive our sins as we forgive,(Herklots),Col 3:12-17; Eph 4:25-5:2; Lk 11:1-13; Matt 18:21-35; Matt 5:1-12; Matt 18:21-35; Col 3:12-13; Matt 5:3-10; Matt 6:12-15; Lk 11:1-4; Lk 6:32-36; 2 Co 5:17-20; Heb 12:12-17; Matt 5:21–24; Matt 6:9–15; Col 3:13–14; Matt 6:12; Matt 18:21-35,TiS 635,AHB 564,,,,,CH486,UMH390,VU364,,LBW307,ELW605,,A&M119,,GtG444 / PH347,,GC879,GC(II)848,G(3)965,CP614,CP(E) 428,W&R382,,,,,82Hml-674,StF423,Lau845,,"Old fashioned but good, really. Some sources are quite masculine (AHB).",DETROIT,
Forgive Us Lord / Perdon Senor,(Lockward),Ps 51,,,,,,,,,,,,,,SFFS 2134,,GtG431,,,,,,,,,,,,,,,,Call and response prayer of confession.,,
Forgive Us Now,(Brown),,,,,,,,,,,,,,,,,,,,,,,Tune In,,,,,,,,,,,,
Forgive us O God,(Baxter / Gibson),,,,,,,,,,,,,,FFS21,,,,,,,,,,,,,,,,,,,"Touching lyrics of the ways we have crucified Christ again, and the hope we have in Easter. ",,
Forgive us when our deeds ignore,(Leckebusch),,,,,,,,,,,,,,,A&M120,,,,,,,,,,,SP35,,,,,,,,,
Forgiveness is your gift,(Fraser),,,,,,,,CH361,,,,,,,,,,,,,,,,,,,,,,,,,"Lovely words of forgiveness, restoration and new life, sung to a traditional Scottish melody.",(Solas An T’saoghail),
Forsaking chariots of fire,(Iona),,,,,,,,,,VU192,,,,,,,,,,,,,,,,,,,,,,,Need to check the tune.,,
Forth in the peace of Christ we go,(Quinn),Matt 28:16-20,,,,,,,CH646,,,,,,GA495,A&M475,,,,,,,,CP(E) 429,,,,,,,,Lau853,,"Lovely words. A nice reworking of ""Forth in thy name O Lord I go"" It even melds Kingship and servanthood well.",Masculine christ.,
Forth in thy name O Lord I go,(Wesley),"Ps 16; Ps 104:23-33; Matt 11:16-19, 25-30; Matt 26:14-27:66; Mark 5:21-43; John 6:27; Ro 12:1-8; Eph 2:13-17; Eph 4:1-6; Eph 5:14-17; Heb 9:19-28; 1 Tim 6:11-12; 1 Co 9:24-27; Phil 3:4b-14; Ps 139; ",TiS 571,AHB 480,,,,,CH529,UMH438,VU416,,LBW505,,,A&M476,,,,,,,CP467,CP(E) 430,W&R718,,,,,,StF550,Lau861,MP159,VU lyrics are most inclusive. CH  has a different tune (KILLIBEGS).,,
Forty days and forty nights,(Smyttan),Matt 4:1-11; Matt 26:31-46; Lk 4:1-13; Lk 21:19-28; Lk 22:39-48; Mark 1:2-15; Heb 2:17-18; Heb 4:14-16; Matt 6:1-2; ,TiS 591,AHB 506,,,NCH205,,CH337,,VU114,,,,,A&M121,,GtG167 / PH077,,GC384,GC(II)411,G(3)483,CP175,CP(E) 95,,Cha179,,,,82Hml-150,StF236,Lau206,MP160,,,
Forward through the ages,(Hosmer),,,,,,NCH377,,,UMH555,,,,,,,HPP502,,,,,,,,,,,,,,,,,,,
Fount of our love Our saviour God,,,,,,,,,,,,,,,,,,,,,,,,,,,,STB065,,,,,,,,
Fountain Of Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce158,,,,,,,,
Free at Last,,,,,,,,,,,,,,,,,,,G(II)517,GC717,,,,,,,,,,,,,,,,
Free to dance ,(Zschech),,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-131,,,,,,Meh,,
Freed in Christ From death and sin,,,,,,,,,,,,,,,,A&M332,,,,,,,,,,,SP122,,,,,,,,,
Freedom and liberty ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-130,,,,,,,,
Freedom come,(Allaway),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music by Heart 65,,,,,,
Freedom freedom / Freedom Afterwhile,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS107,,,,,,,,,
Freedom is coming,(South African),Baptism; Confirmation; Lk 4:18 ; Ro 8:21; Rev 22:20 ; Gal 5:1,,,AoV1-061,ATOK 355,,,,,,,,,,SFFS 2192,,GtG359,G(II)521,GC723,GC(II)707,G(3)814,,,,,PfAS114C / ZSS110,SgTJ1035,,,,,,Excellent!,,
Freely for the love he bears us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP161,,,
Fret Not for Those Who Do Wrong Things ,(Scottish Psalter),Ps 37,,,,,,,,,,,,,,,,PH188,,,,,,,,,,,,,,,,Too old fashioned.,Culross,
Friend in Christ,(Gibson),,,,,,,,,,,,,,HiOS030,,,,,,,,,,,,,,,,,,,,,
Friend of sinners ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-132,,,,,,,,
Friends let us love each other,(Farquharson),Marriage,,,,,,,,,VU488,,,,,,,,,,,,,,,,,,,,,,,,,
Friends listen humbly,,,,,,,,,,,,,,,,,,,,,,,,,,,,STB208,,,,,,,,
Friends of Christ / Amigos de Christo,(Ylvisaker),,,,,ATE 228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From a Distant Home / De Tierra Lejana Venimos,(Puerto Rican),"Matt 2:1-12; Lk 2:1-14, (15-20); ",,,,,,,,UMH243,VU089,,,,,,,PH064,,,,,,,W&R238,,,,,,,,,Looks good. Nice tune and pretty standard words. Would be a good change for epiphany,,
From a high secret shelf,(Iona),Matt 26; Hair woman;,,,,,,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,*add*,
From a season of light to the dawn of new day / Watch Night,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS129,,,,,,,,,
From all that dwell below the skies,(Watts),Ps 113; Ps 117; Ps 148:11-14; Mal 1:11; Rev 15:2-4; Rev 5:11-14,TiS 72,AHB 42,,,NCH027,,CH146,UMH101,,,LBW550,,,A&M637,HPP36,GtG327 / PH229,,,,,CP344,CP(E) 431,,Cha049,PfAS117C,,,82Hml-380,StF075,,,"A very old hymn, known by many, which is entirely inclusive in its language for God, save for one Lord which you can replace with God if you like.",Prefer LASST UNS ERFREUEN,
From all the wind's wide quarters,,,,,,,,,,,,,,,,,,,,,,,CP043,,,,,,,,,,,,,
From ashes to ashes,(Brown),Ash Wednesday,,,,,,,,,,,,,,A&M122,,,,,,,,,,,SP36,,,,,,,,,
From Ashes to the Living Font,,Matt 17:2; MARK 9:2; JOHN 4:4–42; JOHN 9:1–41,,,,,,,,,,StS059,,,,A&M123,,,,,GC(II)402,G(3)474,,,,,SP37,,,,,Lau182,,A bit paternalistic,,
From Darkness I Will Lead Them ,,,,,,,,,,,,,,,,,HPP428,,,,,,,,,,,,,,,,,,,
From darkness to light / Your Wonderful Love,(O'Brien),,,,,,,,,,,,,,,,,,,,GC(II)649,,,,,,,,,,,,,,,
From deepest woe I cry to thee,(Luther),,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-151,,,,,,
From Dust to Dust ,(Harding),"Gen 2:7, Gen 3:17; Lk 3:17; Matt 3:12",Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,round ,,
From east to west From shore to shore,(Sedulius c450),,,AHB 217,,,,,,,,,LBW064,,,,,,,,,,CP155,,,,,,,82Hml-077,,,,,A SOLIS ORTUS CARDINE,
From glory to glory advancing we praise thee O Lord,,,,,,,,,,,,,,,,A&M444,,,,,,,CP339,CP(E) 299,,,,,,82Hml-326,,,,,,
From God Christ's deity came forth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-443,,,,,,
From God nothing can move,(Helmbold),,,,,,,,,,,,LBW468,,,,,,,,,,,,,,,,,,,,,,,
From God the Father Virgin-born,(Latin),,,,,,,,,,,,LBW083,,,,,,,,,,,,,,,,,,,,,,DEUS TUORUM MILITUM,
From heav'n to here and From here to heav'n,(Iona),Emmaus,,,,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good words to a traditional Irish tune. Great chorus ""So come Lord Christ in the stranger's guise…""",,
From heaven above to earth I come,(Luther),Lk 2:1-20; ,TiS 296,AHB 219,,,NCH130,,,,VU072,,LBW051,ELW268,,,HPP120,GtG111 / PH054,,,,,CP133,,,Cha146,,,,82Hml-080,,,,It's sung by an angel. Storytelling song.,VOM HIMMEL HOCH,
From heaven high I come to you,(Luther),Christmas,,,,,,,,,,,,,,,,,,,,,,CP(E) 51,,,,,,,,,,"A hymn the Angel Gabriel may have sung! Very old fashioned, but quite okay.",,
From heaven the Lord looks down,,,,,,ATA 112,,,,,,,,,,,,,,,,,,,,,,,,,,,,very non-inclusive,,
From heaven you came helpless babe / Servant King,(Kendrick),Ps 8; Ps 22; Matt 25:31-46; Matt 26:31-46; Mark 10:35-45; Mark 14:32-46; John 13:1-5; Lk 22:39-48; John 1:10-14; Lk 2:8-14; Ro 15:18-21; Philip 2:5-8; 1 Peter 5:1-5; 1 Peter 5:6-11; Rev 1:7-8,TiS 256,,AoV2-077,ATE 261,,,CH374,,,,,,,A&M489,,,,,,,,CP(E) 432,,,SP153,Srce160 / Srce683,,,StF272,Lau749,MP162,"Schmaltzy, but okay.",,
From heaven's attendent host you came,,Service; confirmation,,,,,,Iona (LFB),,,,,,,,,,,,,,,,,,,,,,,,,,Words can also be sung to WINCHESTER NEW.,DIAKONIA,
From many grapes and grains of wheat,,,,AHB 586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From Miles Around the sick ones came,(Marshall),Lk 6:17-26; Mark 1:29-39; Mark 1:40-45,,,,,,,,,,,,,,,,,,,,,,,W&R640,,,,,,,,,Good song calling us back to our purpose to stand with the suffering.,,
From pastures green,(Lucas),,,,,,,,,,,,,,CoC18,,,,,,,,,,,,,,,,,,,,,
From shepherding of stars,(Janzow),,,,,,,,,,,,LBW063,,,,,,,,,,,,,,,,,,,,,,SHEPHERDING,
From the air and From the light,(Mann),Baptism,,,,ATOK 316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From the apple in the garden Murray/Gibson,,"Gen 3:17; Gen 9:13,14,15,16; Exod 16:31,32; Matt 2:2; Matt 26:26; Matt 28:2; Mark 14:22; Mark 16:4; Lk 2:7; Lk 22:19; Lk 24:2; 1 Co 3:3; Eph 1:3",,,,,,,,,,,,,AA042,,,,,,,,,,,,,,,,,,,,,
From the beginning / Let the light shine,(Quintrell/Simper),Gen 1:1-5,,,,,,,,,,,,,,,,,,,,SSSL31,,,,,,,,,,,,"Good song, tricky accompaniment, but once you get it it's okay. ",,
From the beginning God's most holy word,,,,,,,,,,,,,,,,,,,,,,,,,,,SP154,,,,,,,,,
From the Bible We Learn God's Will (Thailand),(Srisuwan),1 Tim 3:10-17; ,,,,,,,,,,,,,,,,,,,,,,,,,,STB217,,,,,,,,
From the breaking of the dawn to the setting of the sun,Keith Getty; Stuart Townend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF156,,,,,
From the corners of creation / Song at the Centre,(Haugen),Romans 8:12-25; 2 tim 1:1-14; Titus 3:4-7,,,AoV2-074,,,,,,,,,,GA399,,,,G(II)345,GC491,,,,,,,,,,,,,,"Good words of praise in creation and a simple folk-like tune. Partial sheet music sample, and keyboard sound sample at hymnprint.net",I like this one.,
