First_line,Author,References_or_purpose,TiS,AHB,AoV,All_together_books,NCH,Iona_books,CH4,UMH,VU_MV,StJ_StS,Lutheran_sources,Evangelical_Lutheran_Worship,Alleluia_Aotearoa_Faith_Forever_Singing,StF_FwS,Hymns_for_a_Pilgrim_People_Congregational,Presbyterian_Hymnal,Gather_2nd_Ed,Gather_comprehensive,Gather_Comprehensive_2,Ritual_Song,CP_Canada,CP_England,Column_24,Chalice,Zion_Still_Sings,The_Source,URW,Column_29,StF,Column_31,MP,Comments,Column_39,Column_40
Unto thy temple Lord we come,,,,,,,,,,,,,,,,,,,,,,,CP303,,,,,,,,,,,,,
Unto us a boy is born,(German carol),Isa 9:2-7; Matt 1:18-25; Matt 2:13-23; Lk 2:1-20; ,TiS 293,AHB 218,,,,,CH331,,VU054,,,,,,,,,,,,,CP(E) 73,,,,,,82Hml-098,StF218,,MP714,,,
Unto us a child us born,,Isa 9:6 ,,,,ATN 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unto us is born a Son,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau152,,,,
Unto Your Table Lord / Hasta Tu Altar,(Rosas),HASTA TU ALTAR,,,,,,,,,,,,,,,,,,,,,,,,Cha421,,,,,,,,,,
Up From the depths I cry to God,(Idle),Ps 130,,,,,,,CH088,,VU852,,,,,,,,,,,,,,,,,,,,,,,,Macpherson’s Rant,
Up From the Earth,,,,,,,,,,,,,,,,,,,G(II)321,GC453,,,,,,,,,,,,,,,,
Up from the waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau396,,,,
Up through endless ranks for angels,(Vajda),,,,,,,,,,,,LBW159,,,,,,,,,,,,,,,,,,,,,,,
Up to you I lift my eyes,(Turl),Ps 123; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS123B,,,,,,,,,
Up to your table Lord you call us,Jonathan Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF599,,,,,
Upon This Day of Peace (Thailand),(Prasopsin),,,,,,,,,,,,,,,,,,,,,,,,,,,STB014,,,,,,,,
Upon thy table Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau606,,,,
Uya halalela uya,(Stuart / Mlangeni),,NCYC'99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vene Sancte Spiritus / Come O Holy Spirit ,(Burland),,,,AoVNG30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veni Creator Spiritus ,(Angotti),,,,AoVNG141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complex and lovely choral arrangement.,,
Veni creator Spiritus (chant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau297,,,,
Veni creator Spiritus (Taizé),(Berthier),,,Taizé,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau298,,Canon,,
Veni Sancte Spiritus,(Willcock),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veni sancte Spiritus (chant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau300,,,,
Veni Sancte Spiritus (Dean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau304,,,,
Veni sancte Spiritus (Walker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau307,,,,
Veni Sancte Spiritus /  Come Holy Spirit,(Berthier),Mark 1:9-13; Lk 11:9-13; Lk 16:13-15; ,TiS 752,Taizé,,,,,,,VU208,,WoV686,ELW406,GA268,A&M266,,,G(II)326,GC464,GC(II)478,G(3)550,,,,,,,,,,,,ACTS 2:1–11,Really needs a cantor,
Veni Sancte Spiritus / Holy Spirit come to us,(Berthier),Lk 11:9-13; 2 Tim 1:6-7,TiS 750,Taizé,,,,,,,,,,,GA373,,,GtG281,G(II)326,GC463,GC(II)474,G(3)558,,,,,SP100,,,,,,,JOHN 14:24–26; ACTS 1:8; 1 Co 12:4–11; 1John 2:27,chant,
Veni veni,,,,,,,,,,,,,,,,A&M267,,,,,,,,,,,,,,,,,,,,
Very early in the morning,,,,AHB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victim Divine,(Wesley),,,,,,,,,,,,LBW202,,,SFFS 2259,,,,,,,,,,,,,,,StF600,,,,,
Victimae Paschali (Easter sequence),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau259,,,,
Victimae paschali laudes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau260,,,,
Victory be to the father / Jeye jeye Bapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,STB284,,,,,,,,
Victory Chant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce730,,,,,,,,
Victory is mine,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS123,,,,,,,,,
Victory is on our lips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP715,,,
Vidi aquam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau515b,,,,
Vieni Spirito Creatore,,,SgTJ1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View the present through the promise,(Troeger),,,,,,,,CH479,,,StS108,,,,,,,,,,,,,,,,,,,,,,,,
Vindicate me God my father,,Ps 42; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS042E,,,,,,,,,
Virgin great and glorious,,,,AHB 616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin-born we bow before thee,(Heber),,,,,,,,,,,,,,,A&M317,,,,,,,,CP(E) 244,,,,,,,,82Hml-258,,,,
Visit us O Lord like the dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau7,,,,
Voices Raised to You,SONG,,,,,,,,,,,,,ELW845,,,,,,,,,,,,,,,,,,,,,,
Voices that Challenge,,,,,,,,,,,,,,,,,,,,GC721,,,,,,,,,,,,,,,,
Wade in the water,(African-American),JOHN 5:1–5,,,,ATA 201,,,,,,,,ELW459,,SFFS 2107,HPP512,,G(II)583,GC812,GC(II)793,G(3)898,,SP&P087,,Cha371,ZSS189,,,,,,,Don't think this would mean anything to Australians.,,
Wait for God,(Bruxvoort-Colligan),Ps 27,Psalm Project (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A very simple song; good for kids.,,
Wait for the Lord,(Berthier),Ps 25; Ps 27; Ps 37; Isa 40:3 ; Matt 6:33; Matt 7:7; Phil 4:4–5; Ps 130; Ps 40:1-11,,Taizé,,,,,CH276,,VU022,,,ELW262,GA283,A&M053,,GtG090,G(II)256,GC332,GC(II)340,G(3)406,CP094,,W&R166,,PfAS037B / SP28,,URW396,,,Lau088,,"I prefer to sing ""Wait for the Lord, WHOSE day is near"" which is in some versions (W&R).",,
Wait on me,,Ps 27:14; Isa 40:31 ; 2 Co 12:9,,,,ATN 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait on the Lord ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-617,,,,,,,,
Waiting and Wrestling with God,(Ainslie),,,,,,,,,,,,,,,,,,,,,,,,,Cha567,,,,,,,,,,
Wake awake for night is flying / Sleepers Wake! The watch are calling,(Nicolai),Matt 22:1-14; Matt 25:1-13; Mark 13:32-27; Rev 19:5-10; Rev 21:21-27; Ro 13:11-14; 1 Co 2:9; ,TiS 266,AHB 195,,,,,CH278,UMH720,VU711,,LBW031,ELW436,,,,PH017,,,,,CP110,CP(E) 39,W&R164,,,,,,,,,1 Co 2:1-12 (13-16); Isa 60:1-6; Matt 25:1-13; Rev 5:11-14; Rev 7:9-17; Ro 13:8-14,WACHET AUF,
Wake awake!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau91,,,,
Wake my soul,(von Canitz),Heb 12:28; Ps 30,,,,,NCH091,,,,,,,,,,,,,,,,,,,,,,,,,,,"A bit much, really",HAYDN,
Wake O Wake and Sleep No Longer,,,,,,,,,,,,,,,GA282,,,,,GC335,,,,,,,,,,,,,,,,
Wake O wake! With tidings thrilling,,,,,,,,,,,,,,,,A&M54,,,,,,,,,,,,,,,,,,,Wachet Auf,
Wake the Dawn is Now Full Rising,(Miller),Acts 2:1-42,,,,,,,,,,,,,,,,,,,,,,,,Cha239,,,,,,,,"I like the idea of this song, but it's a bit clunky.",JEFFERSON,
Wake up Cecily Sheehy/arr. Douglas Mews,,1 Co 10:17,,,,,,,,,,,,,AA144,,,,,,,,,,,,,,,,,,,,,
Wake Up my people,O'Brien/Watts,,,,AoV1-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doesn't grab me.,
Wake Up My Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce731,,,,,,,,
Wake Up O Sleeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce732,,,,,,,,
Walk in the light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URW433,,,,,,,
Walk in the light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau771,,,,
Walk on O People of God / Camina pueblo de dios,(Gabarain),,,,,,NCH614,,,UMH305,,,,,,,,PH296,,,,,,,,,,,,,,,,,,
Walk softly in springtime,,,,,,,,,,,,,,,,,,,,,,,CP209,,,,,,,,,,,,,
Walk through the desert / Beating of the wings,(Hannah),"Pentecost, Baptism of Christ",,The tide has turned songbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not an easy song for a congregation. Will need to be introduced, or sung by some who are familiar with it first. Great words.",,
Walk with Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau994,,,,
Walk with me I will Walk with you,(Rice),"Moses, Peter, Mary Magdalene; Exod 2:1-4:20; Exod 3:1-15; Exod 4; Matt 16:13-20; Mark 16:9",,,AoVK-36,,,,,,VU649,,,,,SFFS 2242,,,,,,,,,,,,,URW118,,,,,Nice simple words about being sent to do God's work. Good for kids I think. Also mentions Moses' call which will feature next week.,"Children's song about working together to build a nw earth. Talks about Moses, Peter and Mary Magdelene",
Walk with me O my Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau966,,,,
Walking slowly unto Beth’lem / Hacia Belen se encaminan,,,,,,,,,,,,StS020,,,,,,,,,,,,,,,,,,,,,,,,
Wander in the sun,,Matt 11:29; Ro 8:39,,,,ATE 243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmly he embraced them / More than a sign,(Mann),Lk 7:11-15; ,,,,ATAR603,,,,,,,,,,,,,,,,,,,,,,,,,,,,A good song of welcoming children; particularly appropriate for a day when there is a baptism. ,,
Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce733,,,,,,,,
Wash Me Clean,,Ps 51:10-12,,,,,,,,,,,,,,,,,,,,Ps Project,,,,,,,,,,,,"A nice, gentle reworking of the Ps. Might be good to ask a musician to sing this one. Lyrics, theology and sound sample here. ",,
Wash me clean in that cool river,Maggi Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF453,,,,,
Wash Me Cleanse Me,(Young),,,,,,,,,,,,,,,,,,G(II)291,GC400,,,,,,,,,,,,,,,,
Wash O God our sons and daughters / Wash us God your sons and daughters,(Duck),Matt 19:13-15; Mark 10:13-16; Lk 18:15-17; Ro 6:1-5; Ro 8:12-17; Ro 11:33-36; Gal 3:27-29; Titus 3:4-7; 1 Peter 2:1-8; baptism,TiS 493,,,,,,,UMH605,VU442,,WoV697,ELW445,,,,GtG490,,,,,CP035,,,Cha365,ZSS191,,,,,,,A good hymn for the congregation to sing before or after a baptism. Sung to the familiar tune BEACH SPRING.,,
Watch O Lord,(St. Augustine / Haugen),,,,,,,,,,,,,,,,,,,,GC(II)753,G(3)860,,,,,,,,,,,,"Lovely prayers of intercession for an evening service. A bit schmaltzy, but worth it. ",,
Watch once more the windswept storm clouds,(Habel / Weisensel),Gen 2:5-6; Gen 27:28; Ps 104:24,,,,,,,,,MV055,,,,,,,,,,,,,,,,,,,,,,,Good song for Seasons of Creation - Water,,
Watch the Bush of Thorns (Taiwan),,,,,,,,,,,,,,,,,,,,,,,,,,,,STB252,,,,,,,,
Watch watch and pray,(Iona),"A very short Advent chant; could be used at various times during the service, maybe even during intercessions. Also has lyrics specific for Maundy Thursday.",,,,,,Iona,,,VU033,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher tell us of the night / Watchman tell us of the night,(Bowring),Lk 1:26-28; Isa 21:11-12; Advent,,,,,NCH103,,,,,,,,,,,GtG097 / PH020,,,,,,,,,,,,82Hml-640,,,,"A nice old story, but I wouldn't really sing it in a worship service.",ABERYSTWYTH,
Water flowing free,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS193,,,,,,,,,
Water flowing From the mountains,(Hannah),John 7:37-39; John 7:37-39,,,,,,,,,MV087,,,,,,,,,,,,,,,,,,,,,,,"A simple flowing song with lots of good water imagery. It's not specifically Christian, so could also be used in a multi-faith or secular gathering. ",,
Water has held us,(Postlethwaite),Baptism,,,,,,,,,,StJ,,,,,,,,,,,,,,,,,URW187,,,,,"Good words about baptism, sung to the familiar tune BUNESSAN (Morning has broken)",,
Water of life,(Dean),Baptism; Isa 55:1-9; Isa 55:10-13,,,,,,,,,,,,,GA176,,,,,,,,,,,,,,URW422,,,,,"This is Ok, but doesn’t' grab me.",,
Water of life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau512,,,,
Water of life cleanse and refresh us,,,,,,,,,,,,,,,,A&M338,,,,,,,,,,,SP124,,,,,,,,,
Water of Life Gloria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau528,,,,
Water River Spirit Grace,(Troeger / Harrison),Baptism,,,,,,,,,,,,,,SFFS 2253,,,,,,,,,,Cha366,,,,,,,,A beautiful and sipmle song. ,,
Waterlife,,,,,,,,,,,,,,ELW457,,,,,,,,,,,,,,,,,,,,,,
We adore you Jesus Christ / Adoramus te Christe,(Berthier),"Lk 2:1-14, (15-20)",,Taizé,,,,,,,,,,,,,,,,,,,,,,,,,URW376,,,,,,,
We adore you O Jesus Christ,(Berthier),Good Friday,,Taizé,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau224,,,,
We All Are One in Mission,(Edwards / Finnish FoLk Melody),Matt 28:19-20; 1 Co 12:1-11; 2 Co 4:5-12; Acts 2:42-47; Acts 4:32-35; Eph 4:1-13; 1 Peter 4:10; ,,,,,,,,,,,WoV755,ELW576,,SFFS 2243,,GtG733 / PH435,,,,,,,W&R552,,ZSS99,,,,,,,Good solid words to a well known hymn tune (KUORTANE),,
We all believe in God who made,,Ps 19:1-4; John 3:14-17; John 14:23-26; John 1:10-14; 2 Co 4:13-15; Ro 1:16-21; 1 Tim 3:14-16,TiS 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We all Believe in One God Of Love (Malaysia),,,,,,,,,,,,,,,,,,,,,,,,,,,,STB051,,,,,,,,
We All Believe in One True God ,(Luther),,,,,,,,,,,,LBW374,ELW411,,,,PH137,,,,,,,,,,,,,,,,,Masculine. Boring.,
We are a chosen people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP716,,,
We are a moment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-618,,,,,,,,
We are a part of all creation,(Haugen),Creation; Unity,,,,,,,,,,,,,GA396,,,,,,,,,,,,,,,,,,,"A good song to start a service. Simple tune. Simple enough language for kids to appreciate, too",,
We Are A People Of Power,(King),,,SiS652,,,,,,,,,,,,,,,,,,,,,,,,Srce734,,,,,,,,
We are a wheel From Hildegard of Bingen/Betty Wendelborn,,Col 1:12,,,,,,,,,,,,,AA145,,,,,,,,,,,,,,,,,,,,,
We are all God's chosen people,(Nix),2 Peter 1:2-10; ,,,,,,,,,,,,,,,,,,,,,,SP&P115,,,,,,,,,,"A simple, slightly groovy short song about all of us being God's chosen people.",,
We Are All One in Christ,SOMOS,,,,,,,,,,,,,ELW643,,,,,,,,,,,,,,,,,,,,,,
We are all one in God,(Rasely),,,,,,,,,,,,,,,,,,,,,,,SP&P121,,,,,,,,,,,,
We are all one people,(Naytowhow),Gen 11:06; 1 Co 8:1-13,,,,,,,,,MV141,,,,,,,,,,,,,,,,,,,,,,,A simple Native American song.,,
We are all the wise men,Fechner,,,,,ATOK 371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are an Easter People,Light,"Matt 28:6; Mark 16:6; Lk 24:6; Acts 2:24,32; Romans 6:9; Romans 8:11",,,AoV2-147 / AoVK-88,,,,,,,,,,AA146,,,,,,,,,,,,,,,,,,,I think this might be tacky,,
We Are an Offering,OFFERING,,,,,,,,,,,,,ELW692,,,,,,,,,,,,,,,,,,,,,,
We are born of the water,(Wood),Baptism,,,,,,,,,,,,,GA347,,,,,,,,,,,,,,,,,,,"A good acclamation after a baptism ""We are born of the water, this fountain of life, born of the fountain of life. Called out and sealed as the children of God, called as the children of God""",,
We Are Called,,,,,,,,,,,,,,ELW720,,,,,,,,,,,,,,,,,,,,,WE ARE CALLED,
We Are Called to Be God’s People,(Jackson),,,,,,,,,,,,,,,,,,,,,,,,W&R580,,,,,,,,,Unlikely to be inclusive.,,
We are called we are chosen,(Conry),,,,,,,,,,,,,,,,,,,,,G(3)778,,,,,,,,,,,,,,
We are certain that nothing can,Halloran,,,,AoVK-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not great.,
We are children of God,(Sheehy),,,,,,,,,,,,,,HiOS142,,,,,,,,,,,,,,,,,,,Kids.,,
We are children of the living God,(Sherman),,,,AoVK-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not great.,
We are clay ,(Harding),Jer 18:1-6 ,,Like a Healing Stream (Harding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A simple chorus which could be used prayerfully or in an upbeat style. ,,
We are climbing Jacob's ladder,(African-American),Gen 28:10-17,,,,,NCH500,,,UMH418,,,,,,,HPP454,,G(II)497,GC693,,,,,,,,,,,,,,"A traditional well-known favourite in some circles; NCH replaces “Soldiers of the cross” with “bearers of the cross”. Sample here. (GIA website). Note that not all sources are as accessible. Lyrics of a more traditional version here. Note there are also many recordings of this song (e.g. Pete Seeger, Sweet Honey in the Rock, Paul Robeson, Bruce Springsteen, Jane Siberry) that you may also want to use; it's also interesting to see how each of these singers has altered the lyrics.",,
We are companions On The Journey,Landry,Gathering; Communion; Sending forth; Lent,,,AoV1-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A like this one. Maybe the style is a bit dated?,,
We are dancing Sarah's circle,(Etzler),Gen 17:15-19; Gen 18:9-15; ,,,,,NCH501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are different not the same,Chan,,,,aoVK-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bit of a mish-mash,
We are flesh of His flesh ,,,,,,,,,,,,,,,,,HPP488,,,,,,,,,,,,,,,,,,,
We are forgiven,(Hopon),,,,,,,,,,,,,,,,,GtG447,,,,,,,,,,,,,,,,"A nice response to, or instead of, the declaration of forgiveness",,
We are forgiven (Sorry),Boucher,,,,,ATOK 327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are gathered here as family,(Pudney),2 Co 5; 2 Peter 3,,,AoVK-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simple.,,
We are gathering,,,,,,ATE 290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are gathering together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP727,,,
We are gifted by the Spirit ,,,,,,,,,,,,,,,,,HPP238,,,,,,,,,,,,,,,,,,,
We are God's chosen people,(Cooney),,,,,,,,,,,,,,,,,,G(II)584,,,,,,,,,,,,,,,,,
We Are God's People,(Leech),John 3:5-8; 1 Co 3:16; Col 1:18; 1 Peter 2:9,,,,,,,,,,,,,,SFFS 2220,HPP483,,,,,,,,,,,,,,,,,,,
We Are God's People,(Haas),Ps 100; Ps 100:1–5,,,,,,,,,,,,,,,,,G(II)87,GC97,GC(II)56,G(3)071,,,,,,,,,,,,Boring,G3 is inclusive; the others aren't.,
We Are God's Work of Art / Somos la Creación de Dios,,,,,,,,,,,,,,,,,,,G(II)580,GC808,,,,,,,,,,,,,,,,
We Are God’s People,(Bock),"1 Co 12:12-31a; 1 Co 3:10-11,16-23; 1 Peter 2:2-10; 2 Co 4:5-12; Col 1:11-20; Eph 2:11-22; John 17:20-26; John 3:1-17",,,,,,,,,,,,,,,,,,,,,,,W&R547,,,,,,,,,,,
We are going / Woyaya,(Ghanaian),Following; walking together; trust,SgTJ1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are heirs of the Father,,,,,TOSB244,ATN 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are here to praise you,(Kendrick),Ps 19,,,,,,,CH802,,,,,,,,,,,,,,,,,,,,,,,,MP717,"Very schmaltzy, but not too bad.",,
We Are His Children,,Acts 2:1-21; Haggai 1:15b-2:9; John 9:1-41; Lk 24:44-53; Matt 28:16-20; Matt 5:13-20; Romans 8:12-17,,,,,,,,,,,,,,,,,,,,,,,W&R556,,,Srce735,,,,,MP955,,,
We are his people the sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau53,,,,
We Are Living We Are Dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,Cha472,,,,,,,,,EBENEzekielR,
We Are Many Parts,Haugen,Communion; Sending forth; JOHN 14:27; Ps 127 ; JOHN 7:38; Isa 49 ; Ro 8:14–17; 1 Co 12 ; Gal 3:28; Eph 4:1–6,,,AoV1-086,,,,,,,,,,GA523,,,,G(II)530,GC733,GC(II)727,G(3)834,,,,,,,,,,,,"Great chorus, but the verses aren't so great.",,
We are many we are one,,Unity; vine; branches; ,,,,,,,,,,,,,FFS67,,,,,,,,,,,,,,,,,,,,,
We are marching in the great procession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP718,,,
We are marching in the light of God / Siyahamba / Caminando,(South African),Ex 13:21-22; Ps 68:24-26; Ps 89; Rev 21:22-26; 1 Peter 2; Eph 1; 2 Co 4; John 8; Isa 2:5; 1John 1:7; Eph 5:8,TiS 666,SgTJ1030,AoV2-113 / AoVK-126,ATOK 409,NCH526,"Iona (Common Ground, Freedom is Coming)",CH516,,VU646,Songs for Liturgy 146,WoV650,ELW866,,A&M483 / SFFS 2235,HPP153,GtG853,G(II)357,GC513,GC(II)516,G(3)594,,,,Cha442,SP235,Srce737,,,StF483,,MP954,"Some sources have ""We are walking""",Nice obligatos on hymnprint sound sample.,
We are moving on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP719,,,
We are not alone,(Sallade),,,,,,,,,,,,,,,,,,,,,,,SP&P130,,,,,,,,,,,,
We are not our own,(Wren),,,,,,NCH564,,,,,,,,,,,,,,,,,,,Cha689,,,,,,,,,,
We are often tossed and driv’n / We'll understand it by and by,(Tindley),James 2:18 ,,,,ATN 91,NCH444,,,,,StS072,,,,,,,,,,,,,,,,,,,,,,,,
We Are One,(Wright),,,,,,,,,,,,,,,,,,,,GC(II)482,G(3)548,,,,,,,,,,,,A simple chorus. Quite nice. Would be great for an ecumenical service.,,
We are One ,(de Silva),communion,,,AoVNG142,,,,,,,,,,,,,,,,,G(3)913,,,,,,,,,,,,,,
We are one as we come,(Lankshear-Smith),,,,,,,,,,VU402,,,,,,,,,,,,,,,,,,,,,,,,,
We are One Body in Christ ,(McKenna),1 Co 12; Ro 12;,,,AoVNG102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Are One in Christ Jesus / Somos uno en Cristo,(Unknown),Eph 4:4-6,,,,,,,,,,,,,,SFFS 2229,,GtG322,,,,,,,,,,,,,,,,This is a fun song of Christian Unity in English and/or Spanish.,,
We are one in Christ we are one in God,(McClain),,,,TOSB260,,,,,,,,,,,,,,,,,,,SP&P027,,,,,,,,,,,,
We Are One in the Bond of Love,(Skillings),,,,,,,,,,,,,,,,,,,,,,,,W&R395,,,,,,,,,,,
We are one in the Spirit / They’ll know we are Christians,,Gathering; JOHN 13:34-35; Eph 4:4-6; 1 Co 12:12-31a; 1John 4:7-21; John 13:31-35,,,AoV1-130,,,,,,,,,,,SFFS 2223,HPP495,GtG300,G(II)533,GC735,GC(II)728,G(3)835,,,W&R595,Cha494,,,,,,,,"A classic 60s song of unity and being an example to others. It's still pretty groovy, I reckon. We often syncopate it a bit at Brunswick.",ST. BRENDAN’S/Scholtes,
We are people of the earth / Children of our time,Paxton,,,,AoVK-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doesn't grab me,
We are people on a journey / Somos pueblo que camina,(Misa Popular Nicaraguense),Communion; John 6:32-35; ,,,,,NCH340,,,,,StJ,,,,,,,,,,,,,,,,,,,,,,Hard for middle class white folks to sing this one.,,
We are running home to Jerusalem / Re Ya Mathematha,,,,,,,,Iona (SBL),,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are seething in our fury,(Brumm),Ps 60; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS060B,,,,,,,,,
We are singing,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS111,,,,,,,,,
We Are Singing for the Lord Is Our,,John 1:1-14; John 9:1-41; Phil 2:1-13; Ps 27,,,,,,,,,,,,,,,,,,,,,,,W&R76,,,,,,,,,,,
We are sorry,Mann,,,,,ATOK 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are standing on Holy Ground,(Davis),,,,,,,,,,,,,,,SFFS 2272,HPP554,GtG406,,,,,,,W&R654,Cha112,,,,,,,,,,
We Are the Body of Christ / Somos el Cuerpo de Cristo,(Hurd),,,,,,,,,,,StJ,,,,,,GtG768,,,GC(II)645,G(3)741,,,,,,,,,,,,Excellent words of Justice in English and Spanish. Would be good for kids. ,,
We Are the Body of Christ / Table Song,(Haas),1 Co 12,,,,,,,,,,,,,,SFFS 2227,,,G(II)616,GC849,GC(II)833,G(3)923,,,,,,,,,,,,,,
We Are The Church happy to be,(Walker),,,,AoV2-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are the dream that's longing / Jesus is waiting,(Anderson),Lk 5:17-26,,,,,,,,,,,,,,,,,,,,,,Tune In,,,,,,,,,,,,
We are the family of God,Byron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not inclusive for God. Not very exciting tune.,
We are the light of the world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau817,,,,
We Are the Light of the World,,,,,,,,,,,,,,,,,,,G(II)353,GC508,,,,,,,,,,,,,,,,
We are the Lord's,(Spitta),,,,,,,,,,,,LBW399,,,,,,,,,,,,,,,,,,,,,,,
We are the singers,Murray/Jillian Bray,,,,,,,,,,,,,,FFS68,,,,,,,,,,,,,,,,,,,,,
We are tossed and driven / We’ll Understand it Better By and By,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSS168,,,,,,,,,
We are tossed and driven on the restless sea of time,,,,,,,,,,UMH525,,,,,,,,,,,,,,,,,,,,,,,,,,
We are Travellers ,"(O'Brien, Watts)",,,,AoVNG143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE are travellers on the journey,(Olson / Peterson),Lk 24:13-35; Hebrews 11; ,,,,ATFG525,,,,,,,,,,,,,,,,,,,,,,,,,,,,A bit inane,,
We are waiting for you,(Grundy),,,,,,,,,,,,,,,,,,,,,,,SP&P020,,,,,,,,,,"A gentle song of waiting. Would be good for the musicians to sing for the congregation during a meditative part of the service, or to commence the service. ",,
We are walking,(Thompson),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music by Heart 64,,,,,,
We Are Your People,,"1 Co 12:1-11; Eph 4:1-16; Heb 13:1-8, 15-16; Lk 10:25-37; Romans 12:1-8",,,,,,,,,,,,,,,,,,,,,,,W&R594,,,,,,,,,,,
